date,district,aqi,pm25,pm10,temperature,humidity,wind_speed,noise_db,water_quality,green_cover,latitude,longitude
2023-05-27,South,38.2,11.8,21.1,24.1,61.5,31.7,59.6,81.3,36.6,37.716803,-122.419519
2023-05-27,East,65.3,22.3,40.8,24.1,61.5,31.7,66.7,79.5,19.5,37.771506,-122.36253
2023-05-27,West,28.4,13.9,19.1,24.1,61.5,31.7,51.4,85.8,38.1,37.767704,-122.476156
2023-05-27,Central,26.5,9.9,6.0,24.1,61.5,31.7,49.2,93.5,65.2,37.773849,-122.420841
2023-05-27,Harbor,41.3,10.9,22.1,24.1,61.5,31.7,54.3,54.7,26.3,37.746035,-122.391082
2023-05-28,North,103.1,30.6,55.0,24.1,45.7,14.2,69.8,68.0,12.2,37.812648,-122.423204
2023-05-28,South,44.4,13.7,29.7,24.1,45.7,14.2,52.5,83.4,34.4,37.723842,-122.420533
2023-05-28,East,81.2,28.7,47.6,24.1,45.7,14.2,59.2,64.1,19.9,37.771725,-122.358098
2023-05-28,West,36.9,17.8,18.4,24.1,45.7,14.2,57.9,87.7,48.3,37.768732,-122.482613
2023-05-28,Central,12.6,9.2,9.2,24.1,45.7,14.2,53.0,100.0,64.8,37.764791,-122.420784
2023-05-28,Harbor,38.2,12.6,19.4,24.1,45.7,14.2,57.4,56.7,33.0,37.741195,-122.390902
2023-05-29,North,89.5,32.6,53.5,25.6,53.2,26.6,78.4,67.7,13.4,37.826122,-122.421912
2023-05-29,South,54.2,20.8,27.3,25.6,53.2,26.6,59.4,80.4,32.8,37.714167,-122.422606
2023-05-29,East,66.0,27.6,39.7,25.6,53.2,26.6,59.3,78.9,17.6,37.771812,-122.360057
2023-05-29,West,36.6,12.9,20.4,25.6,53.2,26.6,67.0,84.9,46.7,37.77376,-122.477332
2023-05-29,Central,8.0,6.2,6.0,25.6,53.2,26.6,59.2,87.6,61.0,37.777906,-122.423828
2023-05-29,Harbor,62.1,22.7,32.7,25.6,53.2,26.6,64.8,57.1,29.0,37.735669,-122.391582
2023-05-30,North,100.4,36.1,53.5,26.1,50.8,16.0,78.4,66.2,11.1,37.827391,-122.420069
2023-05-30,South,52.9,17.8,35.5,26.1,50.8,16.0,60.6,75.0,32.3,37.725307,-122.416671
2023-05-30,East,65.4,27.7,40.4,26.1,50.8,16.0,69.8,75.3,19.8,37.766672,-122.359982
2023-05-30,West,47.8,12.1,25.8,26.1,50.8,16.0,59.6,89.6,39.4,37.768474,-122.481927
2023-05-30,Central,46.4,16.6,35.0,26.1,50.8,16.0,59.0,90.2,64.6,37.768584,-122.416562
2023-05-30,Harbor,32.3,9.2,20.4,26.1,50.8,16.0,70.5,53.1,32.4,37.739439,-122.397535
2023-05-31,North,80.4,30.8,42.3,15.1,44.6,24.8,70.0,65.1,14.1,37.820923,-122.423157
2023-05-31,South,62.3,20.6,30.5,15.1,44.6,24.8,60.6,86.8,33.7,37.717222,-122.416296
2023-05-31,East,93.4,34.3,58.5,15.1,44.6,24.8,75.7,73.3,19.1,37.76487,-122.36082
2023-05-31,West,31.2,10.0,13.7,15.1,44.6,24.8,59.7,87.4,43.7,37.762543,-122.482984
2023-05-31,Central,9.1,4.0,7.6,15.1,44.6,24.8,57.2,88.5,64.6,37.76812,-122.424553
2023-05-31,Harbor,57.3,23.1,36.8,15.1,44.6,24.8,62.3,68.3,27.8,37.742614,-122.392044
2023-06-01,North,76.2,26.2,51.5,24.2,28.4,20.2,69.8,64.5,11.7,37.817745,-122.415874
2023-06-01,South,66.4,21.8,33.6,24.2,28.4,20.2,57.8,87.9,36.8,37.719576,-122.425584
2023-06-01,East,40.1,14.9,25.2,24.2,28.4,20.2,61.7,74.6,23.0,37.76913,-122.354041
2023-06-01,West,45.9,13.3,24.2,24.2,28.4,20.2,60.4,80.7,41.6,37.776027,-122.483909
2023-06-01,Central,43.0,14.2,24.0,24.2,28.4,20.2,58.5,89.3,65.4,37.761814,-122.418241
2023-06-01,Harbor,8.6,3.0,9.1,24.2,28.4,20.2,67.8,57.2,26.1,37.737245,-122.389255
2023-06-02,North,68.3,26.2,39.4,19.1,54.7,23.9,72.6,58.3,14.3,37.816188,-122.422313
2023-06-02,South,50.8,22.5,28.3,19.1,54.7,23.9,65.5,75.5,34.6,37.71976,-122.415083
2023-06-02,East,48.8,16.8,32.6,19.1,54.7,23.9,70.6,71.0,25.4,37.765686,-122.360259
2023-06-02,West,40.4,15.3,21.7,19.1,54.7,23.9,60.2,83.9,41.2,37.778601,-122.48088
2023-06-02,Central,35.3,11.7,18.0,19.1,54.7,23.9,54.0,85.0,63.6,37.768372,-122.415314
2023-06-02,Harbor,24.9,7.2,9.5,19.1,54.7,23.9,71.5,59.1,30.4,37.743881,-122.390584
2023-06-03,North,52.3,20.0,29.9,21.0,40.8,27.2,71.7,69.1,11.7,37.816098,-122.41714
2023-06-03,South,33.9,4.0,22.2,21.0,40.8,27.2,53.3,84.1,37.5,37.720067,-122.416017
2023-06-03,East,56.7,25.2,26.4,21.0,40.8,27.2,66.0,79.0,18.5,37.774609,-122.361728
2023-06-03,West,63.3,29.2,36.9,21.0,40.8,27.2,58.5,90.4,41.0,37.764752,-122.474974
2023-06-03,Central,29.9,10.1,16.8,21.0,40.8,27.2,40.3,91.1,62.1,37.773672,-122.41602
2023-06-03,Harbor,48.4,18.6,19.6,21.0,40.8,27.2,62.7,65.8,32.1,37.748473,-122.39677
2023-06-04,North,73.1,25.6,46.1,23.7,44.0,23.0,65.0,62.3,11.4,37.818559,-122.424914
2023-06-04,South,43.8,15.3,20.6,23.7,44.0,23.0,61.9,81.7,36.7,37.71922,-122.420097
2023-06-04,East,49.0,17.6,31.0,23.7,44.0,23.0,64.1,78.3,17.0,37.773036,-122.36232
2023-06-04,West,47.8,17.4,34.4,23.7,44.0,23.0,50.8,78.4,42.5,37.764462,-122.485531
2023-06-04,Central,35.9,12.9,17.7,23.7,44.0,23.0,49.3,89.3,68.1,37.767058,-122.425289
2023-06-04,Harbor,53.2,18.5,40.0,23.7,44.0,23.0,57.6,66.8,31.7,37.737915,-122.392972
2023-06-05,North,63.9,15.4,38.8,26.9,53.0,13.5,73.8,66.3,9.8,37.815608,-122.421912
2023-06-05,South,39.2,14.5,24.9,26.9,53.0,13.5,73.2,81.9,36.8,37.71668,-122.4267
2023-06-05,East,57.2,15.8,32.1,26.9,53.0,13.5,67.5,67.2,23.3,37.76785,-122.36655
2023-06-05,West,51.8,16.5,34.5,26.9,53.0,13.5,57.7,82.6,44.9,37.772373,-122.476926
2023-06-05,Central,28.5,11.8,19.7,26.9,53.0,13.5,56.9,91.4,60.4,37.772397,-122.419831
2023-06-05,Harbor,40.2,18.3,15.4,26.9,53.0,13.5,72.4,62.9,29.8,37.73842,-122.396668
2023-06-06,North,68.0,17.9,30.4,24.4,53.1,26.1,84.2,62.1,17.6,37.816264,-122.42073
2023-06-06,South,51.9,16.2,37.0,24.4,53.1,26.1,63.3,84.1,33.3,37.722635,-122.413685
2023-06-06,East,53.3,24.4,26.8,24.4,53.1,26.1,74.4,78.2,16.3,37.770855,-122.359971
2023-06-06,West,22.8,9.3,13.5,24.4,53.1,26.1,60.7,84.7,43.8,37.768529,-122.479441
2023-06-06,Central,17.4,14.2,6.0,24.4,53.1,26.1,53.4,89.7,69.1,37.764719,-122.418296
2023-06-06,Harbor,44.2,16.9,30.9,24.4,53.1,26.1,70.5,61.0,29.5,37.732544,-122.389604
2023-06-07,North,86.5,26.1,49.2,22.6,50.0,11.9,69.5,63.2,16.9,37.822352,-122.415403
2023-06-07,South,71.2,23.3,47.4,22.6,50.0,11.9,56.4,85.4,32.8,37.716279,-122.417542
2023-06-07,East,76.3,30.2,43.8,22.6,50.0,11.9,71.6,78.4,19.8,37.772165,-122.359184
2023-06-07,West,51.6,13.7,28.2,22.6,50.0,11.9,54.8,86.2,48.1,37.768104,-122.479491
2023-06-07,Central,40.7,8.4,20.2,22.6,50.0,11.9,57.6,79.0,61.6,37.774403,-122.415988
2023-06-07,Harbor,51.8,21.3,30.1,22.6,50.0,11.9,67.5,61.6,29.3,37.737471,-122.384946
2023-06-08,North,62.0,26.2,37.4,29.1,58.2,19.6,76.5,64.1,15.1,37.815659,-122.417464
2023-06-08,South,65.3,28.4,40.1,29.1,58.2,19.6,56.8,82.9,39.3,37.716526,-122.420237
2023-06-08,East,78.6,30.1,56.4,29.1,58.2,19.6,67.7,71.5,22.1,37.765216,-122.360787
2023-06-08,West,36.1,16.1,23.3,29.1,58.2,19.6,63.1,83.2,47.0,37.786103,-122.477235
2023-06-08,Central,29.5,6.7,13.3,29.1,58.2,19.6,55.0,89.6,64.0,37.777112,-122.415011
2023-06-08,Harbor,41.2,11.2,29.8,29.1,58.2,19.6,64.8,55.2,30.8,37.744103,-122.399704
2023-06-09,North,63.3,20.3,39.1,22.5,50.8,26.4,72.9,69.4,11.2,37.814591,-122.416979
2023-06-09,South,46.6,19.5,23.4,22.5,50.8,26.4,59.4,88.1,30.2,37.725006,-122.414718
2023-06-09,East,67.0,22.1,33.4,22.5,50.8,26.4,70.1,70.2,16.6,37.772579,-122.357403
2023-06-09,West,20.0,9.2,13.5,22.5,50.8,26.4,67.8,87.6,46.6,37.771908,-122.47608
2023-06-09,Central,8.3,3.0,6.0,22.5,50.8,26.4,54.9,94.0,65.6,37.771569,-122.420708
2023-06-09,Harbor,30.3,14.2,18.7,22.5,50.8,26.4,60.4,62.1,24.6,37.740141,-122.390794
2023-06-10,North,88.5,38.4,54.9,23.2,65.4,15.1,69.9,61.9,10.6,37.818354,-122.422748
2023-06-10,South,37.9,12.7,20.7,23.2,65.4,15.1,60.2,76.4,32.3,37.719361,-122.420782
2023-06-10,East,87.0,32.0,40.7,23.2,65.4,15.1,67.9,78.5,18.7,37.765146,-122.352968
2023-06-10,West,23.6,10.5,14.2,23.2,65.4,15.1,58.7,92.7,45.4,37.767765,-122.475576
2023-06-10,Central,20.5,7.9,6.0,23.2,65.4,15.1,46.4,92.2,64.9,37.76319,-122.418011
2023-06-10,Harbor,33.8,16.0,17.2,23.2,65.4,15.1,54.9,63.3,26.7,37.745076,-122.389998
2023-06-11,North,59.9,22.8,28.0,24.4,55.4,16.0,65.0,70.8,15.3,37.814985,-122.422477
2023-06-11,South,34.9,17.9,24.1,24.4,55.4,16.0,56.1,84.6,30.6,37.717309,-122.419581
2023-06-11,East,67.1,23.9,38.8,24.4,55.4,16.0,66.4,75.3,18.3,37.768295,-122.359072
2023-06-11,West,44.1,16.5,18.8,24.4,55.4,16.0,51.5,86.8,47.7,37.77061,-122.481647
2023-06-11,Central,32.2,8.2,24.6,24.4,55.4,16.0,51.8,89.0,63.6,37.767892,-122.414753
2023-06-11,Harbor,42.1,15.6,26.4,24.4,55.4,16.0,56.7,63.9,29.7,37.733784,-122.388989
2023-06-12,North,77.1,31.8,37.3,24.7,50.9,22.2,73.5,70.0,15.2,37.821838,-122.408986
2023-06-12,South,53.5,22.7,28.4,24.7,50.9,22.2,58.5,80.6,35.8,37.721627,-122.418387
2023-06-12,East,54.3,18.4,29.5,24.7,50.9,22.2,74.3,79.8,16.5,37.773049,-122.362603
2023-06-12,West,42.7,14.8,31.7,24.7,50.9,22.2,59.1,85.8,45.5,37.766504,-122.480291
2023-06-12,Central,23.7,7.0,11.1,24.7,50.9,22.2,61.0,89.3,65.4,37.771258,-122.425588
2023-06-12,Harbor,49.6,13.6,30.9,24.7,50.9,22.2,62.7,63.0,25.8,37.74049,-122.386292
2023-06-13,North,78.4,20.9,54.0,22.6,46.2,24.7,77.4,70.1,13.6,37.812579,-122.417301
2023-06-13,South,35.9,14.6,19.0,22.6,46.2,24.7,64.1,78.5,36.2,37.715246,-122.411018
2023-06-13,East,87.3,36.3,55.3,22.6,46.2,24.7,70.6,81.2,18.8,37.763786,-122.353987
2023-06-13,West,51.1,18.3,22.5,22.6,46.2,24.7,58.4,76.8,46.4,37.763587,-122.478853
2023-06-13,Central,14.9,3.0,9.5,22.6,46.2,24.7,54.5,95.8,60.8,37.766971,-122.429551
2023-06-13,Harbor,10.8,9.3,16.5,22.6,46.2,24.7,65.4,59.3,28.3,37.743494,-122.392058
2023-06-14,North,68.7,25.6,33.6,25.5,48.9,18.6,77.0,64.9,14.3,37.825536,-122.420673
2023-06-14,South,59.3,16.0,30.9,25.5,48.9,18.6,63.1,90.7,29.1,37.719615,-122.414173
2023-06-14,East,48.3,16.7,28.7,25.5,48.9,18.6,71.8,83.0,20.1,37.775311,-122.36144
2023-06-14,West,27.0,9.0,9.3,25.5,48.9,18.6,63.2,83.3,42.3,37.771995,-122.484575
2023-06-14,Central,39.2,12.7,27.7,25.5,48.9,18.6,54.2,94.8,64.4,37.772976,-122.41956
2023-06-14,Harbor,20.6,10.4,11.1,25.5,48.9,18.6,68.6,66.1,27.1,37.736341,-122.387379
2023-06-15,North,88.8,33.2,51.2,24.0,58.8,20.9,73.3,68.0,17.0,37.819783,-122.417875
2023-06-15,South,46.1,17.0,34.4,24.0,58.8,20.9,68.4,82.4,34.5,37.717193,-122.420692
2023-06-15,East,62.4,25.0,38.7,24.0,58.8,20.9,66.0,80.4,18.8,37.766052,-122.354654
2023-06-15,West,57.1,21.3,35.5,24.0,58.8,20.9,64.5,91.3,45.8,37.764689,-122.471961
2023-06-15,Central,42.7,13.8,18.8,24.0,58.8,20.9,58.3,90.7,64.8,37.772974,-122.422266
2023-06-15,Harbor,27.3,11.0,12.6,24.0,58.8,20.9,65.7,57.0,28.4,37.74286,-122.387576
2023-06-16,North,81.4,30.5,43.0,22.6,41.1,22.1,76.3,73.8,14.5,37.813467,-122.419187
2023-06-16,South,73.5,22.6,41.3,22.6,41.1,22.1,62.0,82.4,34.5,37.72456,-122.419661
2023-06-16,East,75.3,26.8,40.4,22.6,41.1,22.1,68.0,67.8,19.7,37.778216,-122.358167
2023-06-16,West,45.8,15.2,24.4,22.6,41.1,22.1,65.4,94.0,47.7,37.773221,-122.479859
2023-06-16,Central,30.4,8.7,9.8,22.6,41.1,22.1,50.9,92.2,63.3,37.764122,-122.420149
2023-06-16,Harbor,37.9,10.1,19.4,22.6,41.1,22.1,63.6,60.2,31.3,37.732388,-122.397943
2023-06-17,North,64.4,20.4,36.0,24.8,50.5,24.4,68.0,74.0,13.2,37.819787,-122.410098
2023-06-17,South,41.2,16.5,26.3,24.8,50.5,24.4,61.3,83.3,34.5,37.720401,-122.422304
2023-06-17,East,60.6,27.9,40.0,24.8,50.5,24.4,67.4,79.9,16.8,37.768958,-122.356209
2023-06-17,West,56.2,17.9,29.1,24.8,50.5,24.4,65.8,85.4,48.6,37.770827,-122.479015
2023-06-17,Central,22.5,10.9,19.4,24.8,50.5,24.4,46.3,90.4,66.3,37.769482,-122.421974
2023-06-17,Harbor,55.6,23.3,28.9,24.8,50.5,24.4,61.0,57.6,26.8,37.740497,-122.389874
2023-06-18,North,84.6,24.6,42.3,22.1,45.7,15.6,61.6,68.9,9.5,37.820127,-122.413442
2023-06-18,South,71.2,20.2,41.4,22.1,45.7,15.6,53.5,76.6,33.7,37.724913,-122.417601
2023-06-18,East,51.0,20.5,17.3,22.1,45.7,15.6,62.6,72.3,19.2,37.769189,-122.360566
2023-06-18,West,36.0,13.0,22.9,22.1,45.7,15.6,56.7,83.7,45.0,37.773304,-122.482224
2023-06-18,Central,28.3,13.7,10.3,22.1,45.7,15.6,59.1,86.0,63.1,37.766199,-122.411248
2023-06-18,Harbor,38.0,12.2,19.4,22.1,45.7,15.6,60.4,61.5,28.7,37.725883,-122.389771
2023-06-19,North,65.4,26.0,31.1,24.9,58.9,29.9,78.5,64.4,11.0,37.819258,-122.414398
2023-06-19,South,44.0,20.3,20.9,24.9,58.9,29.9,67.7,79.1,34.6,37.720867,-122.417354
2023-06-19,East,56.5,18.1,36.0,24.9,58.9,29.9,78.8,73.4,14.4,37.771997,-122.361325
2023-06-19,West,31.6,13.0,15.4,24.9,58.9,29.9,59.8,84.5,47.7,37.77012,-122.484943
2023-06-19,Central,8.6,3.5,6.0,24.9,58.9,29.9,49.0,94.9,65.7,37.768527,-122.418825
2023-06-19,Harbor,41.8,16.9,26.4,24.9,58.9,29.9,53.3,61.9,30.3,37.738358,-122.389855
2023-06-20,North,83.0,29.5,45.5,26.9,48.5,31.0,62.2,65.5,10.6,37.820885,-122.419389
2023-06-20,South,50.8,22.5,28.3,26.9,48.5,31.0,73.3,83.0,30.7,37.717752,-122.421491
2023-06-20,East,60.7,19.0,32.5,26.9,48.5,31.0,70.3,74.0,21.0,37.772565,-122.355334
2023-06-20,West,28.4,13.8,9.1,26.9,48.5,31.0,54.8,79.5,44.0,37.77481,-122.482409
2023-06-20,Central,18.4,6.0,13.2,26.9,48.5,31.0,53.9,89.6,60.6,37.767713,-122.41529
2023-06-20,Harbor,40.0,12.2,28.6,26.9,48.5,31.0,62.4,69.4,32.5,37.740224,-122.395994
2023-06-21,North,88.4,33.9,56.1,31.2,47.4,20.1,72.0,68.4,11.0,37.822665,-122.420092
2023-06-21,South,49.7,17.5,26.6,31.2,47.4,20.1,59.1,85.6,37.7,37.717773,-122.417786
2023-06-21,East,64.5,23.2,28.5,31.2,47.4,20.1,65.1,72.5,13.7,37.775632,-122.358529
2023-06-21,West,36.5,6.6,11.3,31.2,47.4,20.1,61.0,93.9,42.3,37.773455,-122.48192
2023-06-21,Central,28.7,14.0,14.3,31.2,47.4,20.1,52.9,98.4,64.1,37.774365,-122.422741
2023-06-21,Harbor,62.9,23.5,37.4,31.2,47.4,20.1,65.6,60.7,29.0,37.73823,-122.386162
2023-06-22,North,56.7,22.3,26.0,24.3,36.7,11.9,76.4,67.6,13.8,37.821754,-122.419367
2023-06-22,South,11.4,3.1,8.5,24.3,36.7,11.9,70.4,89.6,30.6,37.718601,-122.426264
2023-06-22,East,84.3,33.4,49.0,24.3,36.7,11.9,71.7,82.2,22.0,37.774632,-122.358173
2023-06-22,West,34.9,14.9,23.6,24.3,36.7,11.9,60.1,83.4,46.8,37.776656,-122.482998
2023-06-22,Central,26.5,10.6,17.3,24.3,36.7,11.9,53.6,100.0,65.1,37.772126,-122.412964
2023-06-22,Harbor,40.3,14.2,16.3,24.3,36.7,11.9,64.2,56.3,30.9,37.74168,-122.391108
2023-06-23,North,81.4,31.4,36.7,24.5,56.8,15.2,78.1,59.5,13.7,37.815346,-122.414275
2023-06-23,South,31.7,6.5,18.4,24.5,56.8,15.2,61.1,75.2,35.3,37.712034,-122.424145
2023-06-23,East,53.2,21.6,36.3,24.5,56.8,15.2,76.0,75.3,12.9,37.771563,-122.354118
2023-06-23,West,55.9,21.5,25.4,24.5,56.8,15.2,58.6,93.7,40.5,37.765409,-122.47623
2023-06-23,Central,23.2,4.8,20.6,24.5,56.8,15.2,58.1,90.3,61.1,37.77819,-122.420098
2023-06-23,Harbor,64.8,26.0,33.7,24.5,56.8,15.2,62.7,69.5,32.7,37.732492,-122.387801
2023-06-24,North,53.6,17.9,26.0,24.5,40.7,23.6,67.8,66.7,11.5,37.826293,-122.418027
2023-06-24,South,69.4,24.5,36.1,24.5,40.7,23.6,65.9,79.4,33.6,37.72288,-122.424951
2023-06-24,East,66.5,25.7,43.6,24.5,40.7,23.6,70.0,81.8,18.7,37.766549,-122.35156
2023-06-24,West,14.3,3.0,10.8,24.5,40.7,23.6,63.3,85.9,46.5,37.762017,-122.481998
2023-06-24,Central,8.0,5.2,6.0,24.5,40.7,23.6,45.2,94.3,66.7,37.769364,-122.417719
2023-06-24,Harbor,49.3,17.1,22.1,24.5,40.7,23.6,62.5,65.8,31.2,37.741248,-122.394674
2023-06-25,North,71.6,23.7,44.5,26.8,47.9,19.1,63.6,62.5,13.2,37.826455,-122.415783
2023-06-25,South,23.2,12.4,19.7,26.8,47.9,19.1,52.7,70.7,33.8,37.72449,-122.413635
2023-06-25,East,46.9,22.1,15.1,26.8,47.9,19.1,64.3,74.1,21.9,37.775193,-122.356183
2023-06-25,West,18.3,9.2,12.8,26.8,47.9,19.1,48.5,75.7,46.6,37.76928,-122.485141
2023-06-25,Central,25.3,10.2,13.8,26.8,47.9,19.1,44.0,100.0,66.5,37.768658,-122.42118
2023-06-25,Harbor,48.7,14.1,28.9,26.8,47.9,19.1,54.0,62.7,26.1,37.735528,-122.383417
2023-06-26,North,73.9,28.0,42.4,25.0,51.4,9.9,65.3,67.9,14.9,37.825135,-122.422621
2023-06-26,South,18.8,3.8,6.0,25.0,51.4,9.9,66.3,69.8,32.9,37.725703,-122.419971
2023-06-26,East,76.7,22.7,34.9,25.0,51.4,9.9,77.5,76.5,19.3,37.765527,-122.359597
2023-06-26,West,24.4,12.3,27.3,25.0,51.4,9.9,63.2,82.1,37.7,37.763262,-122.473781
2023-06-26,Central,16.3,4.8,12.4,25.0,51.4,9.9,62.7,91.1,63.0,37.770286,-122.422511
2023-06-26,Harbor,39.4,15.4,23.0,25.0,51.4,9.9,74.6,65.0,31.9,37.735715,-122.387899
2023-06-27,North,71.4,32.9,47.1,22.8,55.0,26.1,80.3,70.4,18.4,37.814252,-122.414519
2023-06-27,South,29.3,8.9,19.2,22.8,55.0,26.1,68.5,76.8,32.7,37.72039,-122.420745
2023-06-27,East,67.1,34.5,39.7,22.8,55.0,26.1,67.7,70.2,18.2,37.766239,-122.35813
2023-06-27,West,41.1,13.4,32.9,22.8,55.0,26.1,57.7,84.5,45.6,37.773568,-122.47489
2023-06-27,Central,32.4,14.8,14.8,22.8,55.0,26.1,60.1,96.1,67.8,37.763326,-122.423629
2023-06-27,Harbor,52.3,10.9,31.7,22.8,55.0,26.1,69.8,60.4,27.9,37.735703,-122.392086
2023-06-28,North,73.0,25.4,50.3,23.4,44.8,17.6,73.2,68.5,12.6,37.817642,-122.426817
2023-06-28,South,24.9,5.3,14.9,23.4,44.8,17.6,67.8,74.0,32.6,37.714532,-122.421057
2023-06-28,East,74.9,25.6,41.7,23.4,44.8,17.6,77.5,78.1,17.1,37.770636,-122.36331
2023-06-28,West,43.6,17.2,17.6,23.4,44.8,17.6,61.8,84.5,45.4,37.773325,-122.47809
2023-06-28,Central,24.4,11.6,9.3,23.4,44.8,17.6,50.1,77.6,63.8,37.766714,-122.418409
2023-06-28,Harbor,16.7,4.1,11.7,23.4,44.8,17.6,60.4,64.8,27.6,37.739869,-122.387619
2023-06-29,North,70.7,27.4,34.5,27.5,48.1,17.1,74.2,65.3,13.7,37.815963,-122.427408
2023-06-29,South,54.4,22.5,21.5,27.5,48.1,17.1,64.7,86.9,35.5,37.718333,-122.423774
2023-06-29,East,61.3,22.8,34.8,27.5,48.1,17.1,70.2,71.1,20.1,37.771883,-122.359197
2023-06-29,West,39.5,19.3,19.0,27.5,48.1,17.1,66.8,81.7,46.8,37.774933,-122.481172
2023-06-29,Central,52.0,20.1,24.7,27.5,48.1,17.1,54.3,97.1,66.3,37.765768,-122.420557
2023-06-29,Harbor,47.3,15.5,38.3,27.5,48.1,17.1,66.1,62.7,32.0,37.738539,-122.38597
2023-06-30,North,91.1,30.5,46.6,20.2,49.7,28.3,77.6,64.2,13.3,37.823506,-122.422176
2023-06-30,South,14.7,3.0,8.3,20.2,49.7,28.3,54.6,80.7,30.5,37.72656,-122.411339
2023-06-30,East,39.1,14.8,17.1,20.2,49.7,28.3,69.6,84.1,17.8,37.768856,-122.36377
2023-06-30,West,50.0,8.2,25.8,20.2,49.7,28.3,60.8,82.0,46.2,37.774808,-122.485648
2023-06-30,Central,55.1,15.6,37.3,20.2,49.7,28.3,56.7,89.7,63.0,37.769866,-122.419166
2023-06-30,Harbor,27.0,9.0,11.3,20.2,49.7,28.3,59.5,59.3,26.1,37.738319,-122.38827
2023-07-01,North,88.3,31.8,53.5,25.2,67.1,4.7,73.2,66.3,14.4,37.817024,-122.417545
2023-07-01,South,23.6,10.8,13.1,25.2,67.1,4.7,55.8,81.0,33.6,37.725189,-122.407066
2023-07-01,East,80.8,27.4,48.4,25.2,67.1,4.7,69.0,71.8,15.8,37.769747,-122.356769
2023-07-01,West,17.6,4.2,12.7,25.2,67.1,4.7,56.2,91.4,40.5,37.779409,-122.486152
2023-07-01,Central,8.0,3.0,6.0,25.2,67.1,4.7,50.8,91.7,63.5,37.76663,-122.418269
2023-07-01,Harbor,42.7,18.7,23.0,25.2,67.1,4.7,55.7,55.4,28.6,37.734923,-122.3954
2023-07-02,North,69.2,24.8,33.6,26.3,32.3,26.5,73.4,67.0,12.3,37.820799,-122.426731
2023-07-02,South,18.0,3.1,11.8,26.3,32.3,26.5,58.0,86.7,31.7,37.722299,-122.420455
2023-07-02,East,39.0,15.2,21.5,26.3,32.3,26.5,63.2,76.2,18.7,37.769385,-122.36165
2023-07-02,West,14.6,5.5,6.0,26.3,32.3,26.5,51.4,83.9,45.8,37.770742,-122.482125
2023-07-02,Central,17.0,8.0,6.0,26.3,32.3,26.5,54.6,83.6,60.5,37.767943,-122.41132
2023-07-02,Harbor,62.1,24.5,36.6,26.3,32.3,26.5,51.6,63.7,27.6,37.736733,-122.389381
2023-07-03,North,81.7,26.8,43.7,23.5,58.7,6.4,76.4,62.0,14.4,37.819151,-122.422642
2023-07-03,South,42.6,14.9,20.0,23.5,58.7,6.4,63.0,80.7,32.5,37.726359,-122.418339
2023-07-03,East,57.5,21.1,27.1,23.5,58.7,6.4,69.0,74.6,15.9,37.771549,-122.362022
2023-07-03,West,34.6,10.7,34.2,23.5,58.7,6.4,58.0,75.7,40.0,37.773037,-122.474654
2023-07-03,Central,20.5,11.2,15.2,23.5,58.7,6.4,55.1,90.8,64.5,37.77351,-122.418411
2023-07-03,Harbor,37.0,12.8,30.6,23.5,58.7,6.4,66.1,66.9,30.3,37.741093,-122.389565
2023-07-04,North,61.9,23.4,34.3,27.3,53.9,19.6,73.6,79.1,10.2,37.823834,-122.423451
2023-07-04,South,45.5,24.1,20.7,27.3,53.9,19.6,59.7,81.9,31.9,37.723536,-122.422138
2023-07-04,East,65.0,19.4,27.4,27.3,53.9,19.6,70.0,68.9,22.8,37.763881,-122.364151
2023-07-04,West,41.0,13.0,15.4,27.3,53.9,19.6,70.2,80.5,43.5,37.769163,-122.477159
2023-07-04,Central,33.2,9.5,17.0,27.3,53.9,19.6,55.0,95.4,61.1,37.778072,-122.423037
2023-07-04,Harbor,41.2,11.4,16.6,27.3,53.9,19.6,61.1,58.6,28.0,37.736084,-122.387218
2023-07-05,North,88.3,32.4,48.9,22.6,43.6,15.6,68.6,61.9,10.8,37.825227,-122.417878
2023-07-05,South,33.3,10.3,14.5,22.6,43.6,15.6,59.0,84.1,33.3,37.728325,-122.414999
2023-07-05,East,76.3,29.5,40.6,22.6,43.6,15.6,73.7,74.4,23.1,37.771617,-122.358951
2023-07-05,West,38.3,19.0,14.3,22.6,43.6,15.6,69.3,84.2,40.5,37.766991,-122.486603
2023-07-05,Central,36.9,10.2,21.5,22.6,43.6,15.6,61.1,89.0,63.3,37.764787,-122.421553
2023-07-05,Harbor,78.9,30.7,42.9,22.6,43.6,15.6,62.2,62.8,29.3,37.738324,-122.38788
2023-07-06,North,54.9,22.0,30.7,22.2,43.4,20.2,66.8,67.5,9.8,37.822773,-122.420995
2023-07-06,South,69.4,28.2,33.6,22.2,43.4,20.2,53.9,78.6,30.9,37.727303,-122.420041
2023-07-06,East,68.6,23.8,37.5,22.2,43.4,20.2,70.9,81.0,19.8,37.765771,-122.35351
2023-07-06,West,30.9,9.8,6.0,22.2,43.4,20.2,63.9,85.5,44.2,37.768389,-122.482301
2023-07-06,Central,21.4,9.1,15.2,22.2,43.4,20.2,55.0,96.3,63.8,37.767983,-122.419206
2023-07-06,Harbor,22.0,8.6,6.0,22.2,43.4,20.2,60.4,53.9,28.6,37.746439,-122.390468
2023-07-07,North,60.4,19.9,33.8,26.6,69.2,20.4,72.2,64.5,16.5,37.824105,-122.426588
