complaint_id,date,time,district,category,priority,status,description,resolution_days,latitude,longitude,upvotes
SV-2023-00875,2023-05-08,14:23,Harbor,Noise,Low,Closed,Heavy industrial machinery noise from Harbor factory during quiet hours.,70.9,37.767295,-122.379162,0
SV-2023-01109,2023-05-09,17:28,West,Electricity,Low,Resolved,Streetlight not working near Fire Station creating a dark and unsafe area.,18.1,37.773259,-122.456541,0
SV-2023-01182,2023-05-09,13:42,North,Safety,Critical,Resolved,Dangerous intersection at Oak Avenue and City Hall with no traffic signal.,1.3,37.786667,-122.405895,15
SV-2023-00518,2023-05-09,18:15,West,Parks,Medium,In Progress,Damaged and unsafe park benches near Pine Avenue.,,37.758792,-122.476497,2
SV-2023-00191,2023-05-09,12:41,North,Noise,Medium,Resolved,Loud music from commercial venue on Maple Drive disturbing residents at night.,51.9,37.86632,-122.418934,0
SV-2023-01764,2023-05-10,10:58,North,Safety,High,Closed,Poor street lighting on Industrial Road creating safety concerns at night.,6.2,37.84976,-122.408784,44
SV-2023-01692,2023-05-10,09:46,North,Safety,High,Resolved,Poor street lighting on City Square creating safety concerns at night.,1.7,37.821832,-122.413999,0
SV-2023-00979,2023-05-11,14:50,North,Safety,Critical,Resolved,Abandoned vehicle blocking emergency access lane on Park Road.,4.1,37.810651,-122.426136,36
SV-2023-01248,2023-05-11,13:44,East,Parks,Low,Resolved,Poor maintenance of East Community Park; overgrown grass.,15.2,37.789026,-122.356422,1
SV-2023-00062,2023-05-11,16:34,North,Noise,Medium,Resolved,Excessive construction noise at Bus Terminal continues after permitted hours.,14.9,37.82548,-122.41537,17
SV-2023-00985,2023-05-11,20:20,Harbor,Electricity,High,Resolved,Exposed live wiring near Tech Park posing a serious electrocution risk.,7.6,37.743105,-122.380804,55
SV-2023-00887,2023-05-11,07:58,Central,Roads,Medium,Resolved,Large pothole on Oak Avenue causing vehicle damage and safety risk.,5.8,37.749348,-122.425624,7
SV-2023-00205,2023-05-12,08:25,East,Garbage,Medium,Resolved,Overflowing bins near Community Center attracting pests and rodents.,8.0,37.783614,-122.385434,3
SV-2023-01708,2023-05-13,21:47,West,Water Supply,High,Resolved,Critically low water pressure throughout West district.,1.2,37.778232,-122.442232,51
SV-2023-00353,2023-05-14,12:45,North,Safety,Critical,Resolved,Dangerous intersection at Park Road and Community Center with no traffic signal.,0.8,37.79761,-122.432472,63
SV-2023-01033,2023-05-15,08:06,Central,Water Supply,Medium,Resolved,Visible pipe leakage causing water wastage near Police Station.,1.3,37.794626,-122.441037,4
SV-2023-00405,2023-05-15,10:46,North,Electricity,Medium,Resolved,Power outage on Pine Avenue for 6 hours with no update from utility.,13.9,37.840562,-122.440175,4
SV-2023-00317,2023-05-16,13:55,Central,Noise,Low,Resolved,Night construction activity near SmartVille Hospital violating city noise ordinance.,31.8,37.741982,-122.427706,1
SV-2023-00480,2023-05-16,08:01,South,Safety,Critical,Resolved,Poor street lighting on Green Lane creating safety concerns at night.,1.4,37.720436,-122.39458,143
SV-2023-01613,2023-05-16,18:38,East,Noise,Medium,Closed,Night construction activity near Fire Station violating city noise ordinance.,13.1,37.734588,-122.360382,11
SV-2023-01835,2023-05-16,14:31,East,Garbage,Medium,Resolved,Garbage pile blocking pedestrian footpath on Oak Avenue.,3.4,37.750453,-122.365584,4
SV-2023-00788,2023-05-17,20:20,Harbor,Noise,Medium,Closed,Night construction activity near Community Center violating city noise ordinance.,0.4,37.746963,-122.370362,5
SV-2023-01331,2023-05-17,13:49,South,Garbage,High,Closed,Garbage pile blocking pedestrian footpath on Green Lane.,4.5,37.737507,-122.42199,15
SV-2023-00223,2023-05-18,20:32,East,Water Supply,Critical,Resolved,Critically low water pressure throughout East district.,1.8,37.781193,-122.388264,18
SV-2023-00563,2023-05-19,14:35,North,Noise,Medium,Resolved,Loud music from commercial venue on Harbor Drive disturbing residents at night.,5.8,37.792559,-122.415663,23
SV-2023-00382,2023-05-19,19:54,East,Electricity,Low,Resolved,Streetlight not working near City Hall creating a dark and unsafe area.,3.4,37.751342,-122.336365,7
SV-2023-00685,2023-05-20,14:46,North,Garbage,Critical,Resolved,Overflowing bins near Fire Station attracting pests and rodents.,0.3,37.824385,-122.395038,21
SV-2023-00948,2023-05-21,12:31,South,Water Supply,Medium,Resolved,Visible pipe leakage causing water wastage near Fire Station.,22.4,37.700783,-122.425032,8
SV-2023-00697,2023-05-22,12:15,East,Parks,Low,Closed,Damaged and unsafe park benches near Maple Drive.,70.8,37.77059,-122.373653,0
SV-2023-00058,2023-05-22,09:14,East,Water Supply,High,In Progress,Critically low water pressure throughout East district.,,37.753331,-122.369233,14
SV-2023-01934,2023-05-22,18:54,East,Roads,Low,Resolved,Damaged road markings near SmartVille Hospital creating a safety hazard.,35.9,37.799926,-122.364337,1
SV-2023-00433,2023-05-22,13:38,West,Parks,Medium,Closed,Poor maintenance of West Community Park; overgrown grass.,7.3,37.743903,-122.499914,1
SV-2023-01192,2023-05-23,14:56,West,Garbage,Low,Resolved,Decomposing waste near Convention Centre causing foul odour.,15.7,37.760978,-122.454321,4
SV-2023-00729,2023-05-23,20:28,Harbor,Electricity,High,Closed,Streetlight not working near University Campus creating a dark and unsafe area.,0.8,37.754227,-122.383879,30
SV-2023-00975,2023-05-23,07:38,North,Electricity,Medium,Resolved,Streetlight not working near Shopping Mall creating a dark and unsafe area.,9.2,37.795415,-122.422681,8
SV-2023-00870,2023-05-24,18:35,Harbor,Noise,Low,Resolved,Heavy industrial machinery noise from Harbor factory during quiet hours.,7.6,37.755339,-122.367474,5
SV-2023-01443,2023-05-24,21:25,North,Parks,Medium,Resolved,Damaged and unsafe park benches near Commerce Way.,6.2,37.815425,-122.437401,3
SV-2023-01006,2023-05-24,16:31,West,Electricity,Critical,Closed,Exposed live wiring near SmartVille School posing a serious electrocution risk.,1.4,37.779401,-122.481762,32
SV-2023-01781,2023-05-25,18:25,West,Garbage,High,Resolved,Illegal dumping of construction waste spotted near University Campus.,5.3,37.744317,-122.478752,6
SV-2023-01290,2023-05-25,11:33,West,Safety,High,Closed,Crumbling boundary wall near University Campus poses imminent collapse risk.,5.4,37.78374,-122.470796,66
SV-2023-01790,2023-05-25,19:06,North,Parks,Medium,Resolved,Broken playground equipment at City Hall — hazardous for children.,3.4,37.835609,-122.428952,0
SV-2023-01486,2023-05-25,10:52,East,Safety,High,Resolved,Abandoned vehicle blocking emergency access lane on Maple Drive.,3.7,37.754272,-122.342672,14
SV-2023-00792,2023-05-26,11:07,South,Water Supply,High,Closed,Brown discoloured water from taps on City Square.,11.9,37.726618,-122.4578,4
SV-2023-01163,2023-05-26,07:42,East,Garbage,Low,Closed,Garbage not collected for 2 days on Park Road.,55.1,37.775998,-122.356943,1
SV-2023-00614,2023-05-27,19:55,North,Electricity,High,In Progress,Power outage on Commerce Way for 3 hours with no update from utility.,,37.810206,-122.42293,2
SV-2023-01503,2023-05-27,14:38,Central,Parks,High,Closed,Damaged and unsafe park benches near Maple Drive.,1.0,37.744945,-122.389326,0
SV-2023-00623,2023-05-28,20:57,West,Garbage,Medium,Resolved,Illegal dumping of construction waste spotted near Convention Centre.,3.9,37.787796,-122.504326,25
SV-2023-01881,2023-05-28,14:54,West,Water Supply,High,Closed,Critically low water pressure throughout West district.,3.0,37.755224,-122.487682,4
SV-2023-00578,2023-05-29,17:59,East,Water Supply,Medium,Resolved,No water supply for 4 hours in Park Road area.,0.3,37.783052,-122.350709,9
SV-2023-01462,2023-05-30,18:21,East,Noise,Low,Resolved,Heavy industrial machinery noise from East factory during quiet hours.,10.2,37.769073,-122.350944,0
SV-2023-00052,2023-05-31,07:02,South,Noise,Medium,Closed,Night construction activity near SmartVille Station violating city noise ordinance.,4.1,37.703989,-122.434685,25
SV-2023-00893,2023-05-31,14:19,East,Garbage,Medium,Open,Decomposing waste near Police Station causing foul odour.,,37.801229,-122.375422,7
SV-2023-01232,2023-05-31,20:39,West,Water Supply,Medium,In Progress,Main water pipeline burst near Shopping Mall; flooding the road.,,37.715863,-122.469719,2
SV-2023-01077,2023-05-31,12:09,North,Roads,Low,Closed,Damaged road markings near Grand Library creating a safety hazard.,14.3,37.830856,-122.43531,1
SV-2023-00631,2023-05-31,17:09,East,Garbage,Medium,Resolved,Overflowing bins near Police Station attracting pests and rodents.,10.1,37.755405,-122.382636,17
SV-2023-01108,2023-06-01,14:55,South,Safety,Critical,Resolved,Crumbling boundary wall near City Hall poses imminent collapse risk.,0.6,37.728359,-122.42991,5
SV-2023-00817,2023-06-01,14:27,North,Water Supply,Critical,Closed,Critically low water pressure throughout North district.,1.1,37.826296,-122.438073,13
SV-2023-00339,2023-06-01,08:45,South,Garbage,Medium,In Progress,Illegal dumping of construction waste spotted near Convention Centre.,,37.675011,-122.378763,0
SV-2023-01565,2023-06-01,14:40,East,Water Supply,High,Closed,No water supply for 24 hours in Civic Center Way area.,1.2,37.787529,-122.373443,1
SV-2023-00376,2023-06-01,16:37,East,Roads,Critical,Resolved,Large pothole on Maple Drive causing vehicle damage and safety risk.,0.3,37.771569,-122.347254,15
SV-2023-00099,2023-06-02,14:34,East,Garbage,Medium,Resolved,Garbage pile blocking pedestrian footpath on Civic Center Way.,10.9,37.761521,-122.355823,0
SV-2023-00420,2023-06-02,20:52,East,Electricity,Low,Resolved,Streetlight not working near Convention Centre creating a dark and unsafe area.,5.0,37.766017,-122.364983,4
SV-2023-00345,2023-06-02,07:39,West,Water Supply,High,Resolved,Main water pipeline burst near City Hall; flooding the road.,1.3,37.752205,-122.499865,29
SV-2023-00244,2023-06-02,11:24,North,Electricity,High,Closed,Visible electrical sparks from exposed transformer near Sunrise Road.,13.0,37.861575,-122.43195,3
SV-2023-00997,2023-06-02,17:46,East,Roads,Low,Resolved,Street flooding due to blocked drainage on City Square.,2.4,37.780072,-122.374644,0
SV-2023-01882,2023-06-03,18:00,North,Safety,High,Closed,Poor street lighting on Civic Center Way creating safety concerns at night.,0.5,37.84014,-122.39706,54
SV-2023-00150,2023-06-04,14:04,East,Parks,Low,Resolved,Broken playground equipment at SmartVille School — hazardous for children.,30.6,37.756968,-122.369586,2
SV-2023-00829,2023-06-04,20:44,Harbor,Electricity,High,Closed,Frequent power fluctuations in Harbor district damaging appliances.,3.6,37.766585,-122.41102,2
SV-2023-01908,2023-06-05,08:13,North,Safety,Critical,Closed,Abandoned vehicle blocking emergency access lane on Pine Avenue.,0.5,37.81412,-122.426175,60
SV-2023-01524,2023-06-05,09:26,North,Electricity,High,Resolved,Frequent power fluctuations in North district damaging appliances.,3.3,37.818345,-122.419712,25
SV-2023-01400,2023-06-05,20:09,East,Electricity,Medium,In Progress,Streetlight not working near Community Center creating a dark and unsafe area.,,37.791317,-122.37062,1
SV-2023-00990,2023-06-06,20:45,South,Parks,High,Resolved,Broken playground equipment at Convention Centre — hazardous for children.,3.9,37.739906,-122.430151,13
SV-2023-01679,2023-06-06,21:06,West,Electricity,Medium,Closed,Frequent power fluctuations in West district damaging appliances.,14.2,37.747174,-122.483029,2
SV-2023-01092,2023-06-06,16:40,Harbor,Roads,High,In Progress,Street flooding due to blocked drainage on Industrial Road.,,37.714636,-122.397355,0
SV-2023-00746,2023-06-06,11:39,West,Safety,Medium,Closed,Abandoned vehicle blocking emergency access lane on Maple Drive.,10.9,37.770008,-122.503349,3
SV-2023-01993,2023-06-07,21:45,Harbor,Garbage,High,Resolved,Garbage pile blocking pedestrian footpath on Waterfront Road.,0.3,37.722817,-122.380672,7
SV-2023-01329,2023-06-07,17:35,Central,Garbage,Low,Resolved,Garbage not collected for 12 days on Commerce Way.,1.8,37.761221,-122.400662,2
SV-2023-01011,2023-06-07,12:50,East,Roads,Critical,Resolved,Street flooding due to blocked drainage on Oak Avenue.,0.3,37.775152,-122.404973,27
SV-2023-01681,2023-06-07,13:30,Harbor,Garbage,High,In Progress,Overflowing bins near SmartVille Station attracting pests and rodents.,,37.745137,-122.38748,43
SV-2023-00160,2023-06-08,08:18,Central,Roads,Medium,Resolved,Collapsed pavement on Civic Center Way blocking one lane of traffic.,1.8,37.771559,-122.422802,5
SV-2023-00027,2023-06-08,10:18,South,Roads,Medium,Resolved,Collapsed pavement on Elm Street blocking one lane of traffic.,1.9,37.721747,-122.402564,11
SV-2023-01063,2023-06-08,10:03,East,Garbage,Medium,In Progress,Garbage not collected for 6 days on Oak Avenue.,,37.780736,-122.371417,16
SV-2023-01374,2023-06-08,18:51,West,Water Supply,High,Closed,Brown discoloured water from taps on Waterfront Road.,0.5,37.747356,-122.466831,22
SV-2023-01355,2023-06-09,16:37,North,Garbage,Medium,Resolved,Garbage not collected for 24 days on Maple Drive.,8.9,37.800341,-122.424566,0
SV-2023-00139,2023-06-09,09:48,West,Parks,Low,Resolved,Overgrown vegetation blocking the main pathway at Community Center.,13.7,37.755411,-122.496282,0
SV-2023-01319,2023-06-09,15:36,South,Parks,Low,Resolved,Poor maintenance of South Community Park; overgrown grass.,43.7,37.727118,-122.437236,0
SV-2023-00320,2023-06-09,15:20,East,Parks,Medium,Resolved,Broken playground equipment at Fire Station — hazardous for children.,14.7,37.788545,-122.355702,1
SV-2023-01081,2023-06-10,11:05,East,Water Supply,High,Resolved,No water supply for 4 hours in Harbor Drive area.,2.4,37.771309,-122.356629,17
SV-2023-00188,2023-06-11,18:45,Harbor,Parks,Low,Resolved,Damaged and unsafe park benches near Oak Avenue.,3.5,37.691456,-122.390977,4
SV-2023-00014,2023-06-11,14:00,Harbor,Parks,Low,Resolved,Damaged and unsafe park benches near Industrial Road.,5.7,37.731709,-122.370972,0
SV-2023-01849,2023-06-12,09:57,Harbor,Safety,High,In Progress,Crumbling boundary wall near Fire Station poses imminent collapse risk.,,37.744787,-122.387463,5
SV-2023-00056,2023-06-12,18:55,East,Garbage,High,Closed,Illegal dumping of construction waste spotted near Grand Library.,4.7,37.767766,-122.346674,61
SV-2023-00349,2023-06-13,08:15,West,Garbage,Medium,Closed,Garbage not collected for 12 days on Maple Drive.,1.0,37.741326,-122.472071,23
SV-2023-00778,2023-06-14,18:16,East,Garbage,Medium,Closed,Decomposing waste near Sports Complex causing foul odour.,2.2,37.742533,-122.348878,7
SV-2023-01831,2023-06-14,16:44,Harbor,Roads,High,Resolved,Damaged road markings near SmartVille School creating a safety hazard.,8.2,37.741588,-122.37247,14
SV-2023-01237,2023-06-14,12:02,South,Water Supply,Critical,Open,Main water pipeline burst near Grand Library; flooding the road.,,37.734361,-122.453468,100
SV-2023-00981,2023-06-14,21:59,South,Noise,Medium,Resolved,Heavy industrial machinery noise from South factory during quiet hours.,6.3,37.728247,-122.437635,42
SV-2023-01456,2023-06-14,10:35,Central,Electricity,High,Closed,Visible electrical sparks from exposed transformer near Maple Drive.,8.6,37.770057,-122.39786,71
SV-2023-01287,2023-06-15,15:47,North,Water Supply,High,Closed,No water supply for 24 hours in Civic Center Way area.,12.9,37.8402,-122.413344,22
SV-2023-01030,2023-06-15,09:22,West,Roads,Medium,Closed,Road surface severely deteriorated near Tech Park; urgent repair needed.,0.6,37.75568,-122.472361,3
SV-2023-01475,2023-06-15,18:12,South,Electricity,High,Closed,Streetlight not working near Police Station creating a dark and unsafe area.,2.8,37.70234,-122.434945,18
SV-2023-00707,2023-06-15,10:07,North,Garbage,Medium,Resolved,Illegal dumping of construction waste spotted near Tech Park.,10.9,37.804438,-122.389483,0
SV-2023-00007,2023-06-16,12:22,South,Garbage,High,Resolved,Garbage not collected for 4 days on Green Lane.,4.0,37.7222,-122.429278,3
SV-2023-01227,2023-06-16,13:29,West,Water Supply,Medium,Open,Brown discoloured water from taps on Oak Avenue.,,37.752501,-122.462318,1
SV-2023-01610,2023-06-16,07:18,East,Noise,Low,Resolved,Excessive construction noise at Shopping Mall continues after permitted hours.,0.7,37.800683,-122.379946,2
SV-2023-00040,2023-06-16,19:51,North,Noise,Low,Closed,Heavy industrial machinery noise from North factory during quiet hours.,12.9,37.831684,-122.442012,0
SV-2023-01415,2023-06-16,19:13,North,Noise,Medium,Resolved,Heavy industrial machinery noise from North factory during quiet hours.,4.9,37.807843,-122.399205,5
SV-2023-00067,2023-06-17,11:06,East,Garbage,Medium,Closed,Garbage pile blocking pedestrian footpath on Pine Avenue.,8.0,37.761505,-122.340399,0
SV-2023-01988,2023-06-18,07:13,East,Water Supply,High,Closed,Brown discoloured water from taps on Harbor Drive.,2.3,37.76154,-122.356491,16
SV-2023-01661,2023-06-20,15:54,East,Safety,Low,In Progress,Stray dogs attacking pedestrians near University Campus.,,37.769097,-122.382501,2
SV-2023-00323,2023-06-20,12:08,West,Safety,High,Closed,Dangerous intersection at Elm Street and Grand Library with no traffic signal.,3.2,37.786494,-122.473763,10
SV-2023-01893,2023-06-20,12:41,East,Water Supply,High,Closed,Main water pipeline burst near Sports Complex; flooding the road.,15.9,37.796681,-122.378585,1
SV-2023-01246,2023-06-20,08:26,South,Electricity,High,Resolved,Power outage on Park Road for 2 hours with no update from utility.,7.5,37.706329,-122.432981,12
SV-2023-00373,2023-06-21,10:51,North,Roads,Medium,Closed,Damaged road markings near Convention Centre creating a safety hazard.,6.6,37.806515,-122.415944,9
SV-2023-01647,2023-06-22,19:25,South,Garbage,Medium,Resolved,Illegal dumping of construction waste spotted near Tech Park.,6.3,37.725347,-122.442939,7
SV-2023-01255,2023-06-23,11:58,South,Electricity,High,Closed,Visible electrical sparks from exposed transformer near Park Road.,1.7,37.683608,-122.421823,3
SV-2023-01729,2023-06-23,18:52,Harbor,Electricity,Medium,Resolved,Exposed live wiring near University Campus posing a serious electrocution risk.,4.5,37.723783,-122.434316,3
SV-2023-01288,2023-06-24,17:51,East,Water Supply,High,Resolved,Critically low water pressure throughout East district.,0.5,37.753751,-122.342955,18
SV-2023-01189,2023-06-24,15:47,West,Water Supply,High,Resolved,No water supply for 8 hours in Green Lane area.,3.7,37.753072,-122.479377,0
SV-2023-01526,2023-06-24,19:01,East,Safety,High,Resolved,Crumbling boundary wall near Shopping Mall poses imminent collapse risk.,6.3,37.752143,-122.369967,15
SV-2023-00210,2023-06-24,15:40,West,Safety,Critical,In Progress,Poor street lighting on Main Street creating safety concerns at night.,,37.746808,-122.478185,13
SV-2023-00705,2023-06-25,19:16,South,Garbage,Critical,Closed,Garbage not collected for 6 days on Park Road.,0.6,37.731801,-122.447657,84
SV-2023-00924,2023-06-25,12:55,Harbor,Noise,Low,In Progress,Night construction activity near Fire Station violating city noise ordinance.,,37.725485,-122.414221,1
SV-2023-01312,2023-06-26,14:02,South,Water Supply,High,Resolved,No water supply for 8 hours in Central Boulevard area.,4.5,37.725817,-122.396891,17
SV-2023-01620,2023-06-26,13:35,West,Electricity,Critical,In Progress,Streetlight not working near SmartVille School creating a dark and unsafe area.,,37.79533,-122.501755,26
SV-2023-01481,2023-06-26,10:40,West,Water Supply,High,Closed,No water supply for 4 hours in Sunrise Road area.,1.2,37.725512,-122.510164,15
SV-2023-02000,2023-06-26,11:16,South,Parks,Critical,Resolved,Overgrown vegetation blocking the main pathway at Convention Centre.,3.0,37.716997,-122.441402,22
SV-2023-00628,2023-06-27,17:42,North,Parks,Medium,Resolved,Overgrown vegetation blocking the main pathway at SmartVille School.,4.1,37.808082,-122.430761,1
SV-2023-01133,2023-06-27,10:43,Central,Parks,Low,Resolved,Poor maintenance of Central Community Park; overgrown grass.,6.6,37.775751,-122.390235,4
SV-2023-00126,2023-06-28,11:03,North,Noise,Medium,Closed,Night construction activity near Grand Library violating city noise ordinance.,4.5,37.837668,-122.414047,20
SV-2023-00125,2023-06-28,08:42,Harbor,Water Supply,Low,Closed,Visible pipe leakage causing water wastage near Sports Complex.,42.2,37.743602,-122.429076,3
SV-2023-00221,2023-06-29,13:56,Central,Roads,Critical,Resolved,Damaged road markings near SmartVille Station creating a safety hazard.,0.3,37.76937,-122.388126,48
SV-2023-00114,2023-06-29,10:08,Central,Garbage,Medium,Closed,Overflowing bins near SmartVille Station attracting pests and rodents.,1.5,37.739164,-122.39563,24
SV-2023-00771,2023-06-29,10:17,East,Garbage,High,In Progress,Decomposing waste near Fire Station causing foul odour.,,37.768337,-122.381908,22
SV-2023-00054,2023-06-30,19:44,East,Roads,Medium,Closed,Large pothole on Commerce Way causing vehicle damage and safety risk.,14.3,37.81922,-122.358312,4
SV-2023-01913,2023-06-30,08:05,South,Safety,High,Resolved,Crumbling boundary wall near SmartVille Station poses imminent collapse risk.,0.6,37.732657,-122.375028,4
SV-2023-01495,2023-07-01,13:52,South,Safety,High,Resolved,Crumbling boundary wall near Community Center poses imminent collapse risk.,3.2,37.71963,-122.414795,1
SV-2023-01419,2023-07-01,16:00,North,Water Supply,Medium,Resolved,No water supply for 5 hours in Main Street area.,2.0,37.832244,-122.423579,5
SV-2023-01382,2023-07-01,07:38,South,Garbage,Low,Resolved,Garbage not collected for 4 days on Civic Center Way.,17.5,37.702128,-122.446014,2
SV-2023-01707,2023-07-01,15:41,South,Parks,Low,Resolved,Damaged and unsafe park benches near Commerce Way.,35.6,37.720525,-122.407436,0
SV-2023-00452,2023-07-02,19:16,East,Electricity,Critical,Closed,Frequent power fluctuations in East district damaging appliances.,2.0,37.75916,-122.351562,39
SV-2023-00937,2023-07-02,10:45,North,Parks,Medium,Resolved,Broken playground equipment at Police Station — hazardous for children.,18.1,37.811844,-122.403895,7
SV-2023-01863,2023-07-02,21:21,East,Electricity,Medium,Closed,Streetlight not working near Fire Station creating a dark and unsafe area.,0.9,37.772269,-122.345996,3
SV-2023-00659,2023-07-02,14:04,East,Water Supply,High,Resolved,Critically low water pressure throughout East district.,2.9,37.743879,-122.360218,16
SV-2023-01067,2023-07-02,13:33,South,Water Supply,High,Resolved,Brown discoloured water from taps on Green Lane.,1.7,37.724656,-122.416171,6
SV-2023-00803,2023-07-02,10:49,Harbor,Roads,Low,Resolved,Damaged road markings near Bus Terminal creating a safety hazard.,0.6,37.725466,-122.392682,1
SV-2023-01568,2023-07-02,12:39,Central,Roads,High,Resolved,Bridge surface cracking on Main Street near Central area.,7.4,37.742819,-122.42397,48
SV-2023-01976,2023-07-03,07:18,Harbor,Noise,Medium,Resolved,Night construction activity near Shopping Mall violating city noise ordinance.,1.5,37.753942,-122.386776,2
SV-2023-01094,2023-07-03,18:49,East,Noise,Critical,Closed,Night construction activity near SmartVille Station violating city noise ordinance.,0.3,37.77269,-122.365191,110
SV-2023-01656,2023-07-03,09:34,Harbor,Water Supply,High,Resolved,Visible pipe leakage causing water wastage near University Campus.,5.7,37.736958,-122.376164,3
SV-2023-00257,2023-07-03,08:58,North,Water Supply,Medium,Resolved,Brown discoloured water from taps on Sunrise Road.,3.8,37.832274,-122.386759,2
SV-2023-00907,2023-07-03,12:45,East,Parks,Low,Closed,Overgrown vegetation blocking the main pathway at Community Center.,21.0,37.777983,-122.380734,0
SV-2023-01896,2023-07-04,21:28,East,Safety,Critical,Resolved,Poor street lighting on Green Lane creating safety concerns at night.,4.5,37.765804,-122.350134,12
SV-2023-01950,2023-07-04,20:12,East,Roads,Medium,Resolved,Collapsed pavement on Waterfront Road blocking one lane of traffic.,28.8,37.786525,-122.347633,8
SV-2023-00235,2023-07-04,19:08,Central,Parks,Medium,Resolved,Overgrown vegetation blocking the main pathway at Convention Centre.,7.0,37.758289,-122.401216,6
SV-2023-00417,2023-07-05,16:24,Central,Electricity,Low,Resolved,Streetlight not working near SmartVille Station creating a dark and unsafe area.,30.1,37.754633,-122.413534,0
SV-2023-00358,2023-07-06,16:20,Harbor,Electricity,Medium,Resolved,Frequent power fluctuations in Harbor district damaging appliances.,2.4,37.766271,-122.420336,4
SV-2023-01931,2023-07-06,12:34,Harbor,Parks,Low,Resolved,Overgrown vegetation blocking the main pathway at University Campus.,24.7,37.739708,-122.369177,0
SV-2023-01408,2023-07-06,17:36,South,Electricity,High,Closed,Frequent power fluctuations in South district damaging appliances.,2.3,37.718176,-122.457666,15
SV-2023-01314,2023-07-06,18:05,North,Electricity,High,Open,Streetlight not working near City Hall creating a dark and unsafe area.,,37.831479,-122.411902,6
SV-2023-01430,2023-07-06,07:09,West,Safety,Critical,Resolved,Stray dogs attacking pedestrians near Community Center.,0.3,37.757811,-122.47252,75
SV-2023-00415,2023-07-07,08:25,East,Noise,Low,Resolved,Night construction activity near Bus Terminal violating city noise ordinance.,17.2,37.78155,-122.337957,1
SV-2023-00853,2023-07-07,20:47,East,Roads,Medium,In Progress,Large pothole on Pine Avenue causing vehicle damage and safety risk.,,37.797609,-122.357519,1
SV-2023-00024,2023-07-07,11:29,South,Roads,Medium,Closed,Bridge surface cracking on Oak Avenue near South area.,6.4,37.716046,-122.413572,3
SV-2023-00508,2023-07-08,14:27,South,Parks,Medium,Resolved,Overgrown vegetation blocking the main pathway at Shopping Mall.,20.1,37.733217,-122.431688,0
SV-2023-00582,2023-07-08,20:24,East,Water Supply,Medium,Resolved,Critically low water pressure throughout East district.,4.7,37.766561,-122.369872,0
SV-2023-00542,2023-07-09,21:01,West,Garbage,High,Resolved,Garbage not collected for 12 days on Waterfront Road.,8.8,37.767582,-122.465405,6
SV-2023-01902,2023-07-09,10:40,East,Roads,High,Closed,Large pothole on Harbor Drive causing vehicle damage and safety risk.,1.2,37.762085,-122.370718,49
SV-2023-00969,2023-07-10,10:03,West,Safety,Critical,Resolved,Abandoned vehicle blocking emergency access lane on Commerce Way.,0.3,37.76903,-122.497681,36
SV-2023-01137,2023-07-10,12:15,North,Parks,Low,In Progress,Poor maintenance of North Community Park; overgrown grass.,,37.8371,-122.415626,0
SV-2023-00268,2023-07-11,13:28,East,Electricity,High,Open,Visible electrical sparks from exposed transformer near Industrial Road.,,37.761964,-122.356506,6
SV-2023-00179,2023-07-11,14:44,East,Safety,High,Closed,Abandoned vehicle blocking emergency access lane on Oak Avenue.,4.3,37.771969,-122.346936,21
SV-2023-01839,2023-07-11,08:00,Central,Parks,Low,Resolved,Damaged and unsafe park benches near Oak Avenue.,29.3,37.775242,-122.426544,1
SV-2023-00369,2023-07-11,14:02,South,Noise,Low,Closed,Excessive construction noise at Grand Library continues after permitted hours.,3.5,37.702168,-122.408671,1
SV-2023-00428,2023-07-12,08:59,Harbor,Water Supply,High,Closed,Brown discoloured water from taps on Oak Avenue.,3.2,37.750179,-122.421694,21
SV-2023-00529,2023-07-12,12:01,North,Electricity,Low,Closed,Visible electrical sparks from exposed transformer near Central Boulevard.,31.0,37.822608,-122.431066,2
SV-2023-01737,2023-07-12,20:42,Harbor,Parks,Low,Resolved,Poor maintenance of Harbor Community Park; overgrown grass.,16.7,37.713382,-122.359899,0
SV-2023-01411,2023-07-13,19:09,South,Water Supply,Medium,Resolved,No water supply for 8 hours in Maple Drive area.,3.3,37.719066,-122.422454,5
SV-2023-00543,2023-07-14,15:43,East,Electricity,Medium,Resolved,Frequent power fluctuations in East district damaging appliances.,7.9,37.793478,-122.389925,8
SV-2023-00365,2023-07-14,13:44,East,Parks,Medium,Resolved,Poor maintenance of East Community Park; overgrown grass.,19.1,37.778327,-122.321879,2
SV-2023-00587,2023-07-14,11:28,East,Garbage,High,Resolved,Overflowing bins near University Campus attracting pests and rodents.,2.3,37.764989,-122.348599,11
SV-2023-00211,2023-07-15,07:28,South,Water Supply,High,Resolved,Main water pipeline burst near Community Center; flooding the road.,0.3,37.690667,-122.410066,14
SV-2023-01601,2023-07-15,07:01,North,Roads,Medium,Closed,Collapsed pavement on Oak Avenue blocking one lane of traffic.,2.1,37.802364,-122.427132,4
SV-2023-00914,2023-07-15,18:38,Harbor,Safety,Critical,Closed,Stray dogs attacking pedestrians near Grand Library.,1.3,37.733542,-122.391467,36
SV-2023-00880,2023-07-16,20:43,North,Parks,Medium,Resolved,Overgrown vegetation blocking the main pathway at Bus Terminal.,8.6,37.828749,-122.447851,3
